Date,US_REITs_VNQ,US_SmallCap_IWM,Gold_GLD,US_LargeCap_SPY,Europe_VGK,DevExUS_EFA,US_Bonds_AGG,Emerging_EEM
2006-05-30,-0.00828219,-0.02791867,0.00015363,-0.01792008,-0.01262779,-0.01527908,-0.00223835,-0.04405038
2006-05-31,0.00172418,0.01726260,-0.01360771,0.01111977,0.00355180,0.00736316,-0.00224251,0.01668045
2006-06-01,0.01816155,0.01929128,-0.02634433,0.00952234,0.01007874,0.00639842,-0.00078838,0.02028367
2006-06-02,0.01147038,-0.00068205,0.01491379,0.00209551,0.01030948,0.00967218,0.00766051,0.01019700
2006-06-05,0.00485439,-0.02952186,-0.00331255,-0.01468157,-0.02005079,-0.02189504,-0.00326143,-0.04337042
2006-06-06,-0.01202694,-0.00422913,-0.01176113,-0.00244136,-0.01103069,-0.01221922,0.00265070,-0.00737836
2006-06-07,0.00702022,-0.00979468,-0.00432590,-0.00751919,-0.00667783,-0.01378880,-0.00316131,-0.02224522
2006-06-08,-0.00213071,0.00085545,-0.02224297,-0.00087463,-0.02981632,-0.02233673,0.00336488,-0.01797811
2006-06-09,0.00653195,-0.00887639,-0.00758077,-0.00318600,0.00212176,-0.00113054,0.00142370,-0.01312417
2006-06-12,-0.01203420,-0.02327710,-0.00697217,-0.01090890,-0.01118916,-0.00859735,-0.00305442,-0.03793040
2006-06-13,-0.01032120,-0.01916984,-0.07092235,-0.01168183,-0.02880932,-0.03178050,0.00285185,-0.02244291
2006-06-14,-0.00855313,0.01193132,-0.00537924,0.00772186,0.01713184,0.01436027,-0.00376953,0.02827254
2006-06-15,0.02071150,0.03367447,0.03010677,0.02099311,0.03113324,0.03390160,-0.00163475,0.05661099
2006-06-16,-0.00199056,-0.01313084,0.00626090,-0.00731411,-0.00614974,-0.00804479,-0.00061312,-0.00573257
2006-06-19,-0.00692168,-0.01980201,-0.02315080,-0.00789343,-0.00689722,-0.00502113,-0.00266356,-0.03791408
2006-06-20,-0.00526187,-0.00118634,0.01654091,0.00339072,0.00795452,0.00598971,0.00061561,0.01222006
2006-06-21,0.01157027,0.01735068,0.01781596,0.00738686,0.01381241,0.01282854,0.00030702,0.03187494
2006-06-22,-0.00708032,-0.00372987,-0.01033961,-0.00440955,-0.00994679,-0.00527169,-0.00431295,-0.01808952
2006-06-23,-0.00759746,0.00599015,0.00449365,-0.00016051,-0.00157993,-0.00288739,0.00051480,-0.00171289
2006-06-26,0.01060810,0.01230586,0.00498835,0.00440982,0.00473165,0.00784070,-0.00288454,0.00000000
2006-06-27,-0.00108949,-0.01741700,-0.01034846,-0.00867822,-0.01390739,-0.01866190,0.00278199,-0.01903716
2006-06-28,0.00295608,0.00438256,-0.00243012,0.00675621,0.01285803,0.01130289,-0.00102925,0.03085265
2006-06-29,0.02197179,0.03790282,0.03383202,0.01999951,0.03169372,0.03626465,0.00349459,0.05771063
2006-06-30,0.00757020,0.00671432,0.02832486,0.00007839,0.01430854,0.01246462,-0.00010145,0.00106537
2006-07-03,0.01838210,0.01246845,0.01539615,0.00407738,0.00633159,0.00518570,0.00152350,0.02190955
2006-07-04,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2006-07-05,-0.00163031,-0.01470185,0.00513315,-0.00572869,-0.01826919,-0.01920014,-0.00298924,-0.03154041
2006-07-06,0.00237053,-0.00027944,0.00828559,0.00290733,0.01294032,0.01049091,0.00092876,0.02022435
2006-07-07,-0.00415184,-0.01492627,-0.00620773,-0.00653381,-0.00602903,-0.00461513,0.00370450,-0.01914973
2006-07-10,0.00784421,0.00014201,-0.00978749,0.00189345,0.00285159,0.00829147,0.00092397,0.00802366
2006-07-11,0.00162033,0.00875675,0.02845302,0.00440504,0.00200788,0.00274851,0.00164073,0.00478346
2006-07-12,0.00264609,-0.02088679,0.01724578,-0.01073160,-0.01532925,-0.01893396,0.00061445,-0.02252114
2006-07-13,-0.01359755,-0.02294566,0.00965754,-0.01639698,-0.01971410,-0.01771609,0.00081932,-0.04039270
2006-07-14,-0.01378545,-0.00796436,0.00456615,-0.00387884,-0.00625253,-0.00857850,0.00132850,0.00506885
2006-07-17,0.00000000,-0.00133411,-0.02927787,-0.00145821,-0.01368168,-0.01413885,-0.00214781,-0.01585514
2006-07-18,0.01497485,0.00679734,-0.01655535,0.00509538,-0.00212176,-0.00161937,-0.00071718,0.01383086
2006-07-19,0.01533969,0.02329122,0.01780552,0.01377833,0.03101834,0.02433672,0.00388590,0.05986928
2006-07-20,-0.00823024,-0.02594534,-0.02354534,-0.00686561,-0.00585145,-0.00539257,0.00102043,-0.02915909
2006-07-21,-0.01651755,-0.01442714,-0.01336039,-0.00707466,-0.00034486,0.00000000,-0.00061230,-0.01962563
2006-07-24,0.01636975,0.03141177,-0.00927967,0.01806939,0.01711751,0.01796703,0.00152942,0.04400126
2006-07-25,0.00515250,0.00246487,0.00668353,0.00355893,-0.00033886,-0.00031223,-0.00081574,0.00266019
2006-07-26,0.00351821,-0.00217481,0.00728454,0.00134144,0.00659953,0.00700680,0.00061173,-0.00425965
2006-07-27,-0.00322422,-0.00962536,0.01441180,-0.00094690,0.00286279,0.00618726,0.00162883,0.01367348
2006-07-28,0.01442846,0.02073877,0.00333306,0.00997311,0.01915635,0.01984785,0.00213392,0.02124853
2006-07-31,-0.00333374,0.00014375,0.00079194,-0.00101633,-0.00264372,-0.00348298,-0.00121866,-0.00963102
2006-08-01,-0.00524008,-0.01576661,0.01819943,-0.00493977,-0.00530746,-0.00700266,0.00243549,-0.01626047
2006-08-02,-0.00189923,0.01318010,0.00666308,0.00673698,0.00992876,0.01093883,0.00040813,0.01313387
2006-08-03,0.00945952,0.01201403,-0.00977733,0.00265123,-0.00131851,-0.00166356,0.00020327,-0.00104440
2006-08-04,0.01566455,-0.01028925,0.00249215,-0.00171479,0.00394973,0.00075676,0.00314933,0.00208763
2006-08-07,-0.00988720,-0.00388556,0.00341670,-0.00234218,-0.00378441,-0.00622033,0.00010063,-0.00627627
2006-08-08,-0.01494394,-0.01393962,-0.00825098,-0.00383890,-0.00644981,-0.00350624,0.00000000,0.00000000
2006-08-09,-0.00615906,-0.01014026,0.01026441,-0.00338070,0.00743823,0.00487501,0.00081107,0.00377061
2006-08-10,0.00073566,0.00882367,-0.02158353,0.00306700,-0.00362958,0.00227716,-0.00050657,0.01019241
2006-08-11,-0.00619184,-0.01030199,-0.00857422,-0.00283063,-0.00513742,-0.00868097,-0.00172551,-0.01218045
2006-08-14,0.00956591,0.00589956,-0.00736237,0.00078710,0.00132877,0.00335979,-0.00111697,0.00397240
2006-08-15,0.01136096,0.02066759,-0.00386290,0.01188707,0.02182712,0.02141519,0.00243735,0.02422164
2006-08-16,0.00188084,0.01430272,0.00771094,0.00828359,0.00872801,0.00906075,0.00334098,0.00972876
2006-08-17,-0.00144648,0.00156041,-0.02364104,0.00254177,-0.00354674,-0.00370349,0.00010079,0.00141059
2006-08-18,0.00447775,0.00579629,0.00016388,0.00506257,0.00290248,0.00414697,0.00070690,-0.00951130
2006-08-21,0.00574756,-0.01077114,0.02267667,-0.00429425,-0.00096639,-0.00310846,0.00242164,-0.00519851
2006-08-22,0.00699610,0.00327241,-0.00626557,-0.00007692,-0.00533288,-0.00282087,0.00020154,-0.00030679
2006-08-23,-0.00771251,-0.01157106,-0.00355179,-0.00277039,-0.00259654,-0.00357489,-0.00040319,-0.01826031
2006-08-24,0.00386403,-0.00172534,-0.00129474,-0.00084788,-0.00048692,-0.00283889,-0.00010042,-0.00271023
2006-08-25,-0.00071453,0.00172534,0.00032384,0.00123300,-0.00016321,-0.00074852,0.00100725,0.00281442
2006-08-28,0.01179383,0.01057623,-0.01254395,0.00476496,0.00793499,0.00418425,-0.00090682,0.01128319
2006-08-29,0.00014115,0.01285435,-0.00098411,0.00114965,0.00594983,0.00802014,0.00040319,0.00339125
2006-08-30,0.00591473,0.00768926,0.00784573,0.00061213,0.00288188,0.00000000,0.00150952,0.00429928
2006-08-31,0.00084287,-0.00041829,0.01406543,-0.00015289,-0.00224128,0.00000000,0.00130749,-0.00286440
2006-09-01,-0.00576897,0.00069697,-0.00241102,0.00595297,0.00479592,0.00736915,0.00013050,0.01110388
2006-09-04,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2006-09-05,0.01010731,0.00900955,0.01944286,0.00190032,0.00015921,0.00527242,-0.00121051,0.00545614
2006-09-06,-0.00475990,-0.02147914,-0.00792272,-0.00884850,-0.01412987,-0.01694078,0.00020226,-0.02913604
2006-09-07,-0.00817345,-0.00892193,-0.02594619,-0.00460817,-0.01122046,-0.01210692,-0.00030309,-0.01147657
2006-09-08,0.00943554,0.00383379,-0.01000912,0.00284403,0.00000000,0.00030090,0.00131134,0.00815196
2006-09-11,0.00321920,-0.00127653,-0.03592798,0.00099739,-0.00311187,-0.00603136,-0.00070609,-0.02178047
2006-09-12,0.01277246,0.02327990,-0.00308167,0.00976736,0.01465621,0.01142857,0.00241876,0.01698083
2006-09-13,0.00564041,0.00842018,0.00513083,0.00401607,0.00113050,-0.00194540,0.00080470,0.01484443
2006-09-14,-0.00536463,-0.00358086,-0.02469688,0.00007587,0.00161332,0.00134715,-0.00140870,-0.00827747
2006-09-15,0.00796710,0.00234301,0.00366530,0.00234448,-0.00533431,-0.00209667,-0.00030217,0.00590456
2006-09-18,-0.00713964,-0.00027538,0.01435635,0.00136265,0.00517346,0.00418896,-0.00020148,0.01119503
2006-09-19,0.00741303,-0.00441477,-0.02275394,-0.00250016,-0.00955861,-0.00929986,0.00231484,-0.01554229
2006-09-20,-0.00219044,0.01332328,0.00595553,0.00529684,0.01406306,0.00974794,0.00110537,0.02033132
2006-09-21,-0.01116560,-0.01083750,0.01197831,-0.00484149,0.00432418,0.00238497,0.00430963,-0.02469765
2006-09-22,0.00263009,-0.01333012,0.00944617,-0.00303791,-0.00368242,-0.00492533,0.00060014,-0.01279237
2006-09-25,0.00150663,0.01181153,0.00000000,0.00765317,0.00288314,0.00418040,0.00199564,0.01154124
2006-09-26,-0.00237246,0.00319596,0.00409420,0.00826867,0.00526428,0.00238116,-0.00009914,0.01171933
2006-09-27,0.00876218,0.00729511,0.01805194,0.00119688,0.00238398,0.00637072,-0.00039863,-0.00227087
2006-09-28,-0.00207929,-0.00398490,-0.00033446,-0.00037379,0.00316969,0.00280195,0.00029832,0.00802801
2006-09-29,-0.00097190,-0.00871179,-0.00536643,-0.00082309,-0.00142527,-0.00221129,-0.00079839,-0.00802801
2006-10-02,-0.00194665,-0.00948942,-0.00539539,-0.00375031,-0.00047556,0.00280040,0.00094241,-0.00165483
2006-10-03,0.00969438,-0.00140304,-0.03509737,0.00210210,-0.00174537,0.00088261,-0.00019994,-0.01365274
2006-10-04,0.01151009,0.02400049,-0.01304216,0.01162936,0.01074094,0.00951347,0.00389936,0.02640617
2006-10-05,0.00651816,0.01266719,0.00970966,0.00192563,0.00000000,0.00116520,-0.00309842,0.01319794
2006-10-06,-0.00624616,-0.00515571,0.00122910,-0.00125898,-0.00741138,-0.00891538,-0.00371017,-0.00252461
2006-10-09,0.00570477,0.00758970,0.00367807,0.00059292,0.00189739,0.00073360,0.00210681,-0.00374825
2006-10-10,0.00013526,0.00053974,-0.00350264,0.00133167,0.00047422,0.00117300,-0.00391716,0.00899238
2006-10-11,-0.00379882,-0.00392112,-0.00210746,-0.00118373,0.00142007,-0.00073304,-0.00110820,-0.00534489
2006-10-12,0.00906612,0.01998603,0.01066724,0.00862247,0.01082094,0.01064693,0.00100671,0.02407806
2006-10-13,0.01138388,0.00793634,0.01861157,0.00256486,-0.00015612,0.00173961,-0.00251953,0.00590571
